name,experience,salary,region
Программист Golang/Golang Developer (Продукт: ПАК),От 3 до 6 лет,Не указана,Москва
RTL Verification intern,Нет опыта,Не указана,Санкт-Петербург
Разработчик Python,От 3 до 6 лет,Не указана,Москва
Разработчик C++ (Senior),От 3 до 6 лет,Не указана,Москва
Python developer (KATA),От 3 до 6 лет,Не указана,Москва
Python developer,От 3 до 6 лет,200000 RUR,Москва
Full stack программист JavaScript (Junior),От 1 года до 3 лет,Не указана,Санкт-Петербург
Разработчик на Python в Yandex Pay,От 3 до 6 лет,Не указана,Москва
Программист Golang (криптография),От 1 года до 3 лет,Не указана,Москва
"Преподаватель информатики (Санкт-Петербург, Приморский район, ст. м. Комендантский проспект)",От 1 года до 3 лет,25 RUR,Санкт-Петербург
Python разработчик (HR платформа),Более 6 лет,Не указана,Москва
Товарный аналитик,От 3 до 6 лет,120000 RUR,Москва
Application Security Engineer,От 1 года до 3 лет,Не указана,Санкт-Петербург
Инженер-конструктор (оптико-электронные приборы и системы),От 1 года до 3 лет,Не указана,Москва
Инженер Linux,От 1 года до 3 лет,Не указана,Москва
Linux Kernel Developer,От 1 года до 3 лет,Не указана,Москва
Программист микроконтроллеров,От 1 года до 3 лет,130000 RUR,Санкт-Петербург
Программист С++,От 3 до 6 лет,170000 RUR,Тюмень
Python developer (Middle),От 3 до 6 лет,Не указана,Москва
Full-stack разработчик,От 3 до 6 лет,100000 RUR,Москва
"C++ developer (3D computer vision, robotics)",От 3 до 6 лет,Не указана,Москва
Backend developer (проект MES),От 1 года до 3 лет,Не указана,Москва
Программист-тестировщик (отдел автотестирования),От 1 года до 3 лет,46000 RUR,Казань
Веб-программист,От 3 до 6 лет,Не указана,Москва
Бизнес-аналитик,От 3 до 6 лет,150000 RUR,Москва
ML-инженер,От 3 до 6 лет,Не указана,Томск
Senior Golang developer,От 3 до 6 лет,Не указана,Москва
Data Analyst (Remote),От 1 года до 3 лет,Не указана,Москва
Программист-аналитик,От 3 до 6 лет,Не указана,Санкт-Петербург
Python-разработчик,Более 6 лет,Не указана,Москва
Fullstack Разработчик,От 3 до 6 лет,100000 RUR,Самара
Системный администратор - DevOps,От 3 до 6 лет,Не указана,Москва
"Программист Python (middle, middle+)",От 1 года до 3 лет,Не указана,Екатеринбург
